"id","duration_seconds","duration_POSIX","start_date","start_station","start_station_id","end_date","end_station","end_station_id","bike_id","subscription_type","zip_code"
169578,69,1969-12-31 19:01:09,2014-01-29 08:51:00,"Santa Clara at Almaden","4",2014-01-29 08:52:00,"Santa Clara at Almaden","4",211,"Subscriber","95110"
169778,133,1969-12-31 19:02:13,2014-01-29 10:48:00,"SJSU - San Salvador at 9th","16",2014-01-29 10:50:00,"SJSU - San Salvador at 9th","16",91,"Subscriber","95112"
169902,93,1969-12-31 19:01:33,2014-01-29 12:52:00,"San Francisco Caltrain 2 (330 Townsend)","69",2014-01-29 12:54:00,"San Francisco Caltrain 2 (330 Townsend)","69",418,"Subscriber","94107"
170269,104,1969-12-31 19:01:44,2014-01-29 17:32:00,"2nd at Townsend","61",2014-01-29 17:34:00,"2nd at Townsend","61",578,"Subscriber","94103"
170510,70,1969-12-31 19:01:10,2014-01-29 19:32:00,"2nd at Folsom","62",2014-01-29 19:33:00,"2nd at Folsom","62",332,"Subscriber","94133"
170547,77,1969-12-31 19:01:17,2014-01-29 20:12:00,"Spear at Folsom","49",2014-01-29 20:13:00,"Spear at Folsom","49",521,"Subscriber","94109"
171346,115,1969-12-31 19:01:55,2014-01-30 15:15:00,"2nd at Folsom","62",2014-01-30 15:17:00,"2nd at Folsom","62",332,"Subscriber","94111"
171508,119,1969-12-31 19:01:59,2014-01-30 17:04:00,"2nd at Townsend","61",2014-01-30 17:06:00,"2nd at Townsend","61",269,"Subscriber","94706"
171804,84,1969-12-31 19:01:24,2014-01-30 21:02:00,"Market at 4th","76",2014-01-30 21:03:00,"Market at 4th","76",563,"Customer","94015"
171822,60,1969-12-31 19:01:00,2014-01-30 21:51:00,"2nd at Townsend","61",2014-01-30 21:52:00,"2nd at Townsend","61",404,"Subscriber","94107"
172777,83,1969-12-31 19:01:23,2014-01-31 18:23:00,"San Jose City Hall","10",2014-01-31 18:24:00,"San Jose City Hall","10",21,"Subscriber","95112"
172816,127,1969-12-31 19:02:07,2014-01-31 18:58:00,"Mountain View Caltrain Station","28",2014-01-31 19:00:00,"Mountain View Caltrain Station","28",650,"Subscriber","95032"
172914,110,1969-12-31 19:01:50,2014-02-01 02:23:00,"San Francisco City Hall","58",2014-02-01 02:24:00,"San Francisco City Hall","58",637,"Subscriber","94102"
173120,100,1969-12-31 19:01:40,2014-02-01 12:24:00,"Market at 4th","76",2014-02-01 12:26:00,"Market at 4th","76",265,"Customer","91506"
173131,72,1969-12-31 19:01:12,2014-02-01 12:43:00,"South Van Ness at Market","66",2014-02-01 12:44:00,"South Van Ness at Market","66",514,"Subscriber","94102"
174470,62,1969-12-31 19:01:02,2014-02-03 16:11:00,"Civic Center BART (7th at Market)","72",2014-02-03 16:12:00,"Civic Center BART (7th at Market)","72",443,"Customer","95818"
175373,64,1969-12-31 19:01:04,2014-02-04 09:35:00,"San Francisco City Hall","58",2014-02-04 09:36:00,"San Francisco City Hall","58",451,"Subscriber","94117"
175484,173,1969-12-31 19:02:53,2014-02-04 10:54:00,"Steuart at Market","74",2014-02-04 10:57:00,"Steuart at Market","74",270,"Customer","91206"
175725,77,1969-12-31 19:01:17,2014-02-04 15:46:00,"2nd at Townsend","61",2014-02-04 15:47:00,"2nd at Townsend","61",399,"Subscriber","94501"
176175,114,1969-12-31 19:01:54,2014-02-04 20:04:00,"Embarcadero at Sansome","60",2014-02-04 20:06:00,"Embarcadero at Sansome","60",453,"Customer",NA
176920,71,1969-12-31 19:01:11,2014-02-05 13:40:00,"San Francisco Caltrain (Townsend at 4th)","70",2014-02-05 13:41:00,"San Francisco Caltrain (Townsend at 4th)","70",496,"Subscriber","94114"
177630,102,1969-12-31 19:01:42,2014-02-06 10:55:00,"2nd at Folsom","62",2014-02-06 10:57:00,"2nd at Folsom","62",388,"Subscriber","94105"
178595,166,1969-12-31 19:02:46,2014-02-07 16:31:00,"Powell Street BART","39",2014-02-07 16:34:00,"Powell Street BART","39",560,"Subscriber","94102"
178626,133,1969-12-31 19:02:13,2014-02-07 17:02:00,"2nd at Folsom","62",2014-02-07 17:04:00,"2nd at Folsom","62",271,"Customer","94133"
178766,70,1969-12-31 19:01:10,2014-02-07 20:21:00,"2nd at South Park","64",2014-02-07 20:22:00,"2nd at South Park","64",584,"Subscriber","94107"
178887,61,1969-12-31 19:01:01,2014-02-08 14:28:00,"San Francisco Caltrain (Townsend at 4th)","70",2014-02-08 14:29:00,"San Francisco Caltrain (Townsend at 4th)","70",615,"Customer","94117"
178901,152,1969-12-31 19:02:32,2014-02-08 15:23:00,"Townsend at 7th","65",2014-02-08 15:26:00,"Townsend at 7th","65",637,"Subscriber","94107"
179528,130,1969-12-31 19:02:10,2014-02-10 12:11:00,"Embarcadero at Sansome","60",2014-02-10 12:13:00,"Embarcadero at Sansome","60",561,"Subscriber","94111"
182355,72,1969-12-31 19:01:12,2014-02-12 16:37:00,"Temporary Transbay Terminal (Howard at Beale)","55",2014-02-12 16:38:00,"Temporary Transbay Terminal (Howard at Beale)","55",361,"Subscriber","94061"
182906,92,1969-12-31 19:01:32,2014-02-13 07:06:00,"Temporary Transbay Terminal (Howard at Beale)","55",2014-02-13 07:08:00,"Temporary Transbay Terminal (Howard at Beale)","55",456,"Subscriber","94611"
183794,77,1969-12-31 19:01:17,2014-02-13 17:03:00,"San Francisco City Hall","58",2014-02-13 17:04:00,"San Francisco City Hall","58",624,"Subscriber","94707"
184113,103,1969-12-31 19:01:43,2014-02-13 20:35:00,"Market at 4th","76",2014-02-13 20:37:00,"Market at 4th","76",379,"Subscriber","94114"
184316,96,1969-12-31 19:01:36,2014-02-14 08:12:00,"Temporary Transbay Terminal (Howard at Beale)","55",2014-02-14 08:14:00,"Temporary Transbay Terminal (Howard at Beale)","55",531,"Subscriber","94501"
184703,110,1969-12-31 19:01:50,2014-02-14 11:59:00,"Harry Bridges Plaza (Ferry Building)","50",2014-02-14 12:01:00,"Harry Bridges Plaza (Ferry Building)","50",493,"Subscriber","94103"
185232,119,1969-12-31 19:01:59,2014-02-14 18:01:00,"Davis at Jackson","42",2014-02-14 18:03:00,"Davis at Jackson","42",561,"Subscriber","94111"
185480,80,1969-12-31 19:01:20,2014-02-15 07:24:00,"San Pedro Square","6",2014-02-15 07:26:00,"San Pedro Square","6",107,"Subscriber","95112"
185714,74,1969-12-31 19:01:14,2014-02-15 13:51:00,"Townsend at 7th","65",2014-02-15 13:53:00,"Townsend at 7th","65",623,"Subscriber","94107"
185761,75,1969-12-31 19:01:15,2014-02-15 15:16:00,"Townsend at 7th","65",2014-02-15 15:17:00,"Townsend at 7th","65",470,"Subscriber","94107"
185802,88,1969-12-31 19:01:28,2014-02-15 15:55:00,"2nd at Townsend","61",2014-02-15 15:56:00,"2nd at Townsend","61",609,"Subscriber","94107"
185899,131,1969-12-31 19:02:11,2014-02-15 17:59:00,"San Francisco Caltrain (Townsend at 4th)","70",2014-02-15 18:01:00,"San Francisco Caltrain (Townsend at 4th)","70",428,"Subscriber","94127"
186437,89,1969-12-31 19:01:29,2014-02-16 17:12:00,"Embarcadero at Sansome","60",2014-02-16 17:14:00,"Embarcadero at Sansome","60",610,"Subscriber","94301"
186779,142,1969-12-31 19:02:22,2014-02-17 11:54:00,"Embarcadero at Sansome","60",2014-02-17 11:56:00,"Embarcadero at Sansome","60",526,"Customer","63445"
186884,80,1969-12-31 19:01:20,2014-02-17 14:33:00,"Market at 4th","76",2014-02-17 14:34:00,"Market at 4th","76",434,"Customer","91104"
186999,98,1969-12-31 19:01:38,2014-02-17 16:43:00,"Market at 10th","67",2014-02-17 16:45:00,"Market at 10th","67",355,"Customer","94107"
187141,64,1969-12-31 19:01:04,2014-02-17 19:22:00,"Market at 4th","76",2014-02-17 19:23:00,"Market at 4th","76",506,"Subscriber","94104"
188209,111,1969-12-31 19:01:51,2014-02-18 17:21:00,"Yerba Buena Center of the Arts (3rd @ Howard)","68",2014-02-18 17:23:00,"Yerba Buena Center of the Arts (3rd @ Howard)","68",599,"Customer",NA
188339,160,1969-12-31 19:02:40,2014-02-18 18:13:00,"Townsend at 7th","65",2014-02-18 18:16:00,"Townsend at 7th","65",626,"Subscriber","94107"
189973,70,1969-12-31 19:01:10,2014-02-20 06:57:00,"San Jose Diridon Caltrain Station","2",2014-02-20 06:58:00,"San Jose Diridon Caltrain Station","2",648,"Subscriber","95020"
190379,114,1969-12-31 19:01:54,2014-02-20 10:15:00,"Steuart at Market","74",2014-02-20 10:17:00,"Steuart at Market","74",357,"Subscriber","94301"
191927,157,1969-12-31 19:02:37,2014-02-21 15:36:00,"San Pedro Square","6",2014-02-21 15:39:00,"San Pedro Square","6",44,"Subscriber","95014"
192405,88,1969-12-31 19:01:28,2014-02-21 22:42:00,"Clay at Battery","41",2014-02-21 22:44:00,"Clay at Battery","41",472,"Subscriber","94114"
192613,166,1969-12-31 19:02:46,2014-02-22 11:57:00,"San Pedro Square","6",2014-02-22 12:00:00,"San Pedro Square","6",715,"Subscriber","94114"
192695,67,1969-12-31 19:01:07,2014-02-22 13:27:00,"University and Emerson","35",2014-02-22 13:28:00,"University and Emerson","35",681,"Customer","94025"
192705,72,1969-12-31 19:01:12,2014-02-22 13:42:00,"Harry Bridges Plaza (Ferry Building)","50",2014-02-22 13:44:00,"Harry Bridges Plaza (Ferry Building)","50",516,"Customer","90503"
192774,122,1969-12-31 19:02:02,2014-02-22 14:46:00,"2nd at Townsend","61",2014-02-22 14:48:00,"2nd at Townsend","61",510,"Customer","94131"
192886,127,1969-12-31 19:02:07,2014-02-22 16:31:00,"Embarcadero at Vallejo","48",2014-02-22 16:33:00,"Embarcadero at Vallejo","48",527,"Customer","94110"
193025,116,1969-12-31 19:01:56,2014-02-22 22:28:00,"Market at 10th","67",2014-02-22 22:30:00,"Market at 10th","67",589,"Subscriber","94115"
193114,143,1969-12-31 19:02:23,2014-02-23 10:42:00,"San Pedro Square","6",2014-02-23 10:44:00,"San Pedro Square","6",660,"Subscriber","95110"
193120,158,1969-12-31 19:02:38,2014-02-23 10:49:00,"Powell at Post (Union Square)","71",2014-02-23 10:52:00,"Powell at Post (Union Square)","71",285,"Customer","10973"
193362,123,1969-12-31 19:02:03,2014-02-23 16:23:00,"Palo Alto Caltrain Station","34",2014-02-23 16:26:00,"Palo Alto Caltrain Station","34",670,"Subscriber","94010"
193374,72,1969-12-31 19:01:12,2014-02-23 17:01:00,"Market at 4th","76",2014-02-23 17:03:00,"Market at 4th","76",598,"Subscriber","94105"
193477,72,1969-12-31 19:01:12,2014-02-23 22:56:00,"San Jose Diridon Caltrain Station","2",2014-02-23 22:57:00,"San Jose Diridon Caltrain Station","2",193,"Subscriber","95110"
193638,101,1969-12-31 19:01:41,2014-02-24 08:03:00,"Market at 4th","76",2014-02-24 08:05:00,"Market at 4th","76",285,"Subscriber","94102"
194285,127,1969-12-31 19:02:07,2014-02-24 15:59:00,"Market at Sansome","77",2014-02-24 16:01:00,"Market at Sansome","77",513,"Subscriber","94105"
196859,65,1969-12-31 19:01:05,2014-02-27 06:30:00,"Harry Bridges Plaza (Ferry Building)","50",2014-02-27 06:31:00,"Harry Bridges Plaza (Ferry Building)","50",292,"Customer","22314"
196913,93,1969-12-31 19:01:33,2014-02-27 07:36:00,"San Jose Diridon Caltrain Station","2",2014-02-27 07:37:00,"San Jose Diridon Caltrain Station","2",308,"Subscriber","94502"
197796,105,1969-12-31 19:01:45,2014-02-27 18:21:00,"Embarcadero at Sansome","60",2014-02-27 18:23:00,"Embarcadero at Sansome","60",493,"Subscriber","94111"
197960,164,1969-12-31 19:02:44,2014-02-27 20:20:00,"2nd at South Park","64",2014-02-27 20:23:00,"2nd at South Park","64",506,"Subscriber","94103"
432795,79,1969-12-31 19:01:19,2014-08-31 17:38:00,"Washington at Kearny","46",2014-08-31 17:39:00,"Washington at Kearny","46",599,"Customer","32"
432753,168,1969-12-31 19:02:48,2014-08-31 16:58:00,"Embarcadero at Sansome","60",2014-08-31 17:00:00,"Embarcadero at Sansome","60",418,"Customer","98257"
432708,138,1969-12-31 19:02:18,2014-08-31 16:05:00,"Market at Sansome","77",2014-08-31 16:07:00,"Market at Sansome","77",587,"Customer","34"
432584,64,1969-12-31 19:01:04,2014-08-31 13:18:00,"Davis at Jackson","42",2014-08-31 13:19:00,"Davis at Jackson","42",273,"Customer","60565"
432473,114,1969-12-31 19:01:54,2014-08-31 11:37:00,"Powell Street BART","39",2014-08-31 11:39:00,"Powell Street BART","39",280,"Customer","80797"
432417,103,1969-12-31 19:01:43,2014-08-31 10:33:00,"Powell Street BART","39",2014-08-31 10:35:00,"Powell Street BART","39",424,"Customer","95519"
432304,85,1969-12-31 19:01:25,2014-08-30 22:44:00,"Market at 4th","76",2014-08-30 22:46:00,"Market at 4th","76",477,"Subscriber","94158"
432164,122,1969-12-31 19:02:02,2014-08-30 17:30:00,"San Antonio Shopping Center","31",2014-08-30 17:32:00,"San Antonio Shopping Center","31",249,"Customer","94704"
431886,174,1969-12-31 19:02:54,2014-08-30 11:54:00,"2nd at South Park","64",2014-08-30 11:57:00,"2nd at South Park","64",448,"Subscriber","94107"
431885,159,1969-12-31 19:02:39,2014-08-30 11:52:00,"2nd at South Park","64",2014-08-30 11:54:00,"2nd at South Park","64",448,"Subscriber","94107"
431877,62,1969-12-31 19:01:02,2014-08-30 11:47:00,"Mechanics Plaza (Market at Battery)","75",2014-08-30 11:48:00,"Mechanics Plaza (Market at Battery)","75",429,"Customer","94598"
431872,83,1969-12-31 19:01:23,2014-08-30 11:34:00,"Embarcadero at Sansome","60",2014-08-30 11:35:00,"Embarcadero at Sansome","60",334,"Customer","30535"
431764,121,1969-12-31 19:02:01,2014-08-30 09:40:00,"Harry Bridges Plaza (Ferry Building)","50",2014-08-30 09:42:00,"Harry Bridges Plaza (Ferry Building)","50",567,"Subscriber","94133"
431692,62,1969-12-31 19:01:02,2014-08-29 23:35:00,"Commercial at Montgomery","45",2014-08-29 23:37:00,"Commercial at Montgomery","45",437,"Customer","94109"
429029,66,1969-12-31 19:01:06,2014-08-28 12:11:00,"Civic Center BART (7th at Market)","72",2014-08-28 12:12:00,"Civic Center BART (7th at Market)","72",273,"Subscriber","94501"
427340,77,1969-12-31 19:01:17,2014-08-27 15:10:00,"San Francisco Caltrain (Townsend at 4th)","70",2014-08-27 15:12:00,"San Francisco Caltrain (Townsend at 4th)","70",454,"Customer","94949"
427006,95,1969-12-31 19:01:35,2014-08-27 10:32:00,"San Francisco Caltrain 2 (330 Townsend)","69",2014-08-27 10:34:00,"San Francisco Caltrain 2 (330 Townsend)","69",607,"Subscriber","94107"
426408,120,1969-12-31 19:02:00,2014-08-27 07:40:00,"2nd at Folsom","62",2014-08-27 07:42:00,"2nd at Folsom","62",527,"Subscriber","94107"
426231,68,1969-12-31 19:01:08,2014-08-26 22:32:00,"Grant Avenue at Columbus Avenue","73",2014-08-26 22:33:00,"Grant Avenue at Columbus Avenue","73",281,"Customer",NA
426115,99,1969-12-31 19:01:39,2014-08-26 19:59:00,"Market at 4th","76",2014-08-26 20:00:00,"Market at 4th","76",877,"Subscriber","94109"
425916,78,1969-12-31 19:01:18,2014-08-26 18:27:00,"South Van Ness at Market","66",2014-08-26 18:28:00,"South Van Ness at Market","66",541,"Customer","10011"
425355,139,1969-12-31 19:02:19,2014-08-26 15:57:00,"South Van Ness at Market","66",2014-08-26 15:59:00,"South Van Ness at Market","66",592,"Subscriber","94703"
424820,179,1969-12-31 19:02:59,2014-08-26 09:46:00,"San Salvador at 1st","8",2014-08-26 09:49:00,"San Salvador at 1st","8",199,"Subscriber","95112"
423272,75,1969-12-31 19:01:15,2014-08-25 15:18:00,"Embarcadero at Folsom","51",2014-08-25 15:20:00,"Embarcadero at Folsom","51",393,"Subscriber","94568"
421797,64,1969-12-31 19:01:04,2014-08-23 23:13:00,"San Francisco City Hall","58",2014-08-23 23:14:00,"San Francisco City Hall","58",66,"Customer","nil"
421417,97,1969-12-31 19:01:37,2014-08-23 12:40:00,"Powell at Post (Union Square)","71",2014-08-23 12:41:00,"Powell at Post (Union Square)","71",614,"Customer","69004"
421267,62,1969-12-31 19:01:02,2014-08-23 09:21:00,"Post at Kearny","47",2014-08-23 09:22:00,"Post at Kearny","47",375,"Customer","748"
420691,116,1969-12-31 19:01:56,2014-08-22 16:27:00,"Davis at Jackson","42",2014-08-22 16:29:00,"Davis at Jackson","42",618,"Subscriber","95125"
