"id","duration_seconds","duration_POSix","start_date","start_station","start_station_id","end_date","end_station","end_station_id","bike_id","subscription_type","zip_code"
143385,113,1969-12-31 19:01:53,2014-01-06 08:12:00,"2nd at Folsom","62",2014-01-06 08:14:00,"2nd at South Park","64",589,"Subscriber","94107"
143386,149,1969-12-31 19:02:29,2014-01-06 08:13:00,"Civic Center BART (7th at Market)","72",2014-01-06 08:15:00,"Market at 10th","67",545,"Subscriber","94117"
143572,118,1969-12-31 19:01:58,2014-01-06 09:20:00,"Beale at Market","56",2014-01-06 09:22:00,"Temporary Transbay Terminal (Howard at Beale)","55",326,"Subscriber","94110"
143636,162,1969-12-31 19:02:42,2014-01-06 09:56:00,"Embarcadero at Vallejo","48",2014-01-06 09:59:00,"Steuart at Market","74",379,"Subscriber","94105"
143672,109,1969-12-31 19:01:49,2014-01-06 10:37:00,"South Van Ness at Market","66",2014-01-06 10:39:00,"Market at 10th","67",550,"Subscriber","94117"
143730,144,1969-12-31 19:02:24,2014-01-06 11:48:00,"Beale at Market","56",2014-01-06 11:50:00,"Harry Bridges Plaza (Ferry Building)","50",572,"Subscriber","94107"
143786,145,1969-12-31 19:02:25,2014-01-06 12:39:00,"2nd at Folsom","62",2014-01-06 12:41:00,"Howard at 2nd","63",362,"Subscriber","94107"
143787,165,1969-12-31 19:02:45,2014-01-06 12:39:00,"Howard at 2nd","63",2014-01-06 12:42:00,"Market at Sansome","77",442,"Subscriber","94122"
143840,149,1969-12-31 19:02:29,2014-01-06 13:29:00,"2nd at Folsom","62",2014-01-06 13:31:00,"2nd at South Park","64",401,"Subscriber","94544"
143941,162,1969-12-31 19:02:42,2014-01-06 15:48:00,"Davis at Jackson","42",2014-01-06 15:50:00,"Harry Bridges Plaza (Ferry Building)","50",338,"Subscriber","94965"
143968,138,1969-12-31 19:02:18,2014-01-06 16:09:00,"Santa Clara at Almaden","4",2014-01-06 16:11:00,"Arena Green / SAP Center","14",86,"Subscriber","95113"
144124,161,1969-12-31 19:02:41,2014-01-06 17:07:00,"Mechanics Plaza (Market at Battery)","75",2014-01-06 17:10:00,"Temporary Transbay Terminal (Howard at Beale)","55",555,"Subscriber","94602"
144253,160,1969-12-31 19:02:40,2014-01-06 17:54:00,"Embarcadero at Vallejo","48",2014-01-06 17:56:00,"Harry Bridges Plaza (Ferry Building)","50",422,"Subscriber","94111"
144299,150,1969-12-31 19:02:30,2014-01-06 18:16:00,"Powell Street BART","39",2014-01-06 18:18:00,"Market at 4th","76",410,"Subscriber","94107"
144332,151,1969-12-31 19:02:31,2014-01-06 18:26:00,"2nd at Folsom","62",2014-01-06 18:29:00,"Market at Sansome","77",433,"Subscriber","94117"
144457,112,1969-12-31 19:01:52,2014-01-06 19:51:00,"Market at Sansome","77",2014-01-06 19:53:00,"Beale at Market","56",374,"Subscriber","94133"
144486,163,1969-12-31 19:02:43,2014-01-06 20:23:00,"Embarcadero at Folsom","51",2014-01-06 20:26:00,"Embarcadero at Bryant","54",359,"Subscriber","94107"
144496,142,1969-12-31 19:02:22,2014-01-06 20:37:00,"Davis at Jackson","42",2014-01-06 20:40:00,"Beale at Market","56",466,"Subscriber","94609"
144534,130,1969-12-31 19:02:10,2014-01-07 04:38:00,"Howard at 2nd","63",2014-01-07 04:40:00,"Market at Sansome","77",526,"Subscriber","94105"
144559,149,1969-12-31 19:02:29,2014-01-07 06:39:00,"Clay at Battery","41",2014-01-07 06:42:00,"Mechanics Plaza (Market at Battery)","75",317,"Subscriber","94115"
144724,162,1969-12-31 19:02:42,2014-01-07 08:09:00,"Civic Center BART (7th at Market)","72",2014-01-07 08:11:00,"Market at 10th","67",615,"Subscriber","94117"
144786,105,1969-12-31 19:01:45,2014-01-07 08:27:00,"2nd at Folsom","62",2014-01-07 08:28:00,"2nd at South Park","64",548,"Subscriber","94107"
144959,135,1969-12-31 19:02:15,2014-01-07 09:20:00,"St James Park","13",2014-01-07 09:23:00,"San Jose City Hall","10",663,"Subscriber","95035"
144992,145,1969-12-31 19:02:25,2014-01-07 09:41:00,"Palo Alto Caltrain Station","34",2014-01-07 09:43:00,"Cowper at University","37",131,"Subscriber","94133"
144999,101,1969-12-31 19:01:41,2014-01-07 09:46:00,"Beale at Market","56",2014-01-07 09:47:00,"Temporary Transbay Terminal (Howard at Beale)","55",281,"Subscriber","94110"
145034,166,1969-12-31 19:02:46,2014-01-07 10:01:00,"MLK Library","11",2014-01-07 10:04:00,"Paseo de San Antonio","7",37,"Subscriber","95035"
145077,115,1969-12-31 19:01:55,2014-01-07 10:35:00,"Beale at Market","56",2014-01-07 10:37:00,"Harry Bridges Plaza (Ferry Building)","50",539,"Subscriber","94105"
145151,124,1969-12-31 19:02:04,2014-01-07 11:59:00,"MLK Library","11",2014-01-07 12:01:00,"SJSU 4th at San Carlos","12",642,"Subscriber","95112"
145170,132,1969-12-31 19:02:12,2014-01-07 12:30:00,"SJSU 4th at San Carlos","12",2014-01-07 12:32:00,"MLK Library","11",642,"Subscriber","95112"
145275,163,1969-12-31 19:02:43,2014-01-07 15:12:00,"San Francisco Caltrain (Townsend at 4th)","70",2014-01-07 15:15:00,"Townsend at 7th","65",422,"Subscriber","94158"
145383,154,1969-12-31 19:02:34,2014-01-07 16:33:00,"Clay at Battery","41",2014-01-07 16:36:00,"Beale at Market","56",426,"Subscriber","94606"
145780,149,1969-12-31 19:02:29,2014-01-07 19:17:00,"Cowper at University","37",2014-01-07 19:20:00,"Palo Alto Caltrain Station","34",131,"Subscriber","94133"
145877,101,1969-12-31 19:01:41,2014-01-08 04:42:00,"Howard at 2nd","63",2014-01-08 04:43:00,"Market at Sansome","77",486,"Subscriber","94105"
145901,151,1969-12-31 19:02:31,2014-01-08 06:39:00,"Clay at Battery","41",2014-01-08 06:42:00,"Mechanics Plaza (Market at Battery)","75",491,"Subscriber","94115"
145925,166,1969-12-31 19:02:46,2014-01-08 07:04:00,"Market at Sansome","77",2014-01-08 07:07:00,"Commercial at Montgomery","45",567,"Subscriber","94133"
145938,169,1969-12-31 19:02:49,2014-01-08 07:17:00,"Commercial at Montgomery","45",2014-01-08 07:20:00,"Davis at Jackson","42",424,"Subscriber","94133"
146170,105,1969-12-31 19:01:45,2014-01-08 08:53:00,"2nd at Folsom","62",2014-01-08 08:54:00,"2nd at South Park","64",549,"Subscriber","94107"
146185,170,1969-12-31 19:02:50,2014-01-08 08:59:00,"Beale at Market","56",2014-01-08 09:02:00,"Commercial at Montgomery","45",373,"Subscriber","94606"
146198,140,1969-12-31 19:02:20,2014-01-08 09:04:00,"2nd at South Park","64",2014-01-08 09:06:00,"2nd at Folsom","62",445,"Subscriber","94107"
146232,149,1969-12-31 19:02:29,2014-01-08 09:21:00,"Clay at Battery","41",2014-01-08 09:24:00,"Beale at Market","56",368,"Subscriber","94610"
146261,159,1969-12-31 19:02:39,2014-01-08 09:30:00,"2nd at Folsom","62",2014-01-08 09:32:00,"2nd at South Park","64",515,"Subscriber","94105"
146272,148,1969-12-31 19:02:28,2014-01-08 09:36:00,"Market at 4th","76",2014-01-08 09:39:00,"Powell Street BART","39",518,"Subscriber","94108"
146325,161,1969-12-31 19:02:41,2014-01-08 10:09:00,"2nd at Folsom","62",2014-01-08 10:12:00,"2nd at South Park","64",445,"Subscriber","94107"
146334,161,1969-12-31 19:02:41,2014-01-08 10:20:00,"2nd at Folsom","62",2014-01-08 10:23:00,"Market at Sansome","77",575,"Subscriber","94127"
146476,109,1969-12-31 19:01:49,2014-01-08 12:34:00,"2nd at South Park","64",2014-01-08 12:36:00,"2nd at Folsom","62",506,"Subscriber","94501"
146536,145,1969-12-31 19:02:25,2014-01-08 13:09:00,"2nd at Folsom","62",2014-01-08 13:11:00,"2nd at South Park","64",625,"Subscriber","94708"
146550,154,1969-12-31 19:02:34,2014-01-08 13:28:00,"2nd at Folsom","62",2014-01-08 13:30:00,"2nd at South Park","64",351,"Subscriber","94544"
146595,118,1969-12-31 19:01:58,2014-01-08 14:47:00,"5th at Howard","57",2014-01-08 14:49:00,"Powell Street BART","39",355,"Subscriber","94108"
146919,94,1969-12-31 19:01:34,2014-01-08 18:03:00,"Spear at Folsom","49",2014-01-08 18:05:00,"Embarcadero at Bryant","54",556,"Subscriber","94105"
146973,139,1969-12-31 19:02:19,2014-01-08 18:22:00,"2nd at Folsom","62",2014-01-08 18:24:00,"Temporary Transbay Terminal (Howard at Beale)","55",375,"Subscriber","94107"
147053,128,1969-12-31 19:02:08,2014-01-08 19:11:00,"Embarcadero at Bryant","54",2014-01-08 19:13:00,"Spear at Folsom","49",359,"Subscriber","94105"
147061,152,1969-12-31 19:02:32,2014-01-08 19:16:00,"Howard at 2nd","63",2014-01-08 19:18:00,"Yerba Buena Center of the Arts (3rd @ Howard)","68",492,"Subscriber","94105"
147062,131,1969-12-31 19:02:11,2014-01-08 19:16:00,"Howard at 2nd","63",2014-01-08 19:19:00,"Market at Sansome","77",534,"Subscriber","94105"
147178,163,1969-12-31 19:02:43,2014-01-08 21:21:00,"Clay at Battery","41",2014-01-08 21:24:00,"Mechanics Plaza (Market at Battery)","75",509,"Subscriber","94103"
147239,169,1969-12-31 19:02:49,2014-01-09 06:44:00,"Townsend at 7th","65",2014-01-09 06:47:00,"San Francisco Caltrain 2 (330 Townsend)","69",500,"Subscriber","94107"
147325,160,1969-12-31 19:02:40,2014-01-09 07:54:00,"Mechanics Plaza (Market at Battery)","75",2014-01-09 07:57:00,"Temporary Transbay Terminal (Howard at Beale)","55",290,"Subscriber","94118"
147541,141,1969-12-31 19:02:21,2014-01-09 09:20:00,"Embarcadero at Folsom","51",2014-01-09 09:23:00,"Steuart at Market","74",282,"Subscriber","94080"
147634,141,1969-12-31 19:02:21,2014-01-09 10:02:00,"Temporary Transbay Terminal (Howard at Beale)","55",2014-01-09 10:04:00,"Howard at 2nd","63",383,"Subscriber","94111"
147680,159,1969-12-31 19:02:39,2014-01-09 10:47:00,"Temporary Transbay Terminal (Howard at Beale)","55",2014-01-09 10:49:00,"Spear at Folsom","49",468,"Subscriber","94131"
147702,139,1969-12-31 19:02:19,2014-01-09 11:13:00,"Beale at Market","56",2014-01-09 11:15:00,"Temporary Transbay Terminal (Howard at Beale)","55",429,"Subscriber","94122"
147721,153,1969-12-31 19:02:33,2014-01-09 11:43:00,"2nd at Folsom","62",2014-01-09 11:45:00,"Yerba Buena Center of the Arts (3rd @ Howard)","68",407,"Subscriber","94606"
147813,112,1969-12-31 19:01:52,2014-01-09 12:49:00,"Commercial at Montgomery","45",2014-01-09 12:51:00,"Clay at Battery","41",544,"Subscriber","94123"
147841,155,1969-12-31 19:02:35,2014-01-09 13:08:00,"Howard at 2nd","63",2014-01-09 13:11:00,"Market at Sansome","77",573,"Subscriber","94127"
147877,153,1969-12-31 19:02:33,2014-01-09 13:26:00,"Market at 4th","76",2014-01-09 13:29:00,"Powell Street BART","39",494,"Subscriber","94102"
147882,107,1969-12-31 19:01:47,2014-01-09 13:36:00,"2nd at Folsom","62",2014-01-09 13:38:00,"Howard at 2nd","63",557,"Subscriber","94105"
147887,144,1969-12-31 19:02:24,2014-01-09 13:43:00,"Embarcadero at Folsom","51",2014-01-09 13:46:00,"Embarcadero at Bryant","54",472,"Subscriber","94105"
147964,170,1969-12-31 19:02:50,2014-01-09 15:01:00,"Commercial at Montgomery","45",2014-01-09 15:04:00,"Market at Sansome","77",449,"Subscriber","94133"
147991,148,1969-12-31 19:02:28,2014-01-09 15:27:00,"San Francisco Caltrain (Townsend at 4th)","70",2014-01-09 15:29:00,"2nd at Townsend","61",484,"Subscriber","94107"
148000,149,1969-12-31 19:02:29,2014-01-09 15:39:00,"2nd at Folsom","62",2014-01-09 15:41:00,"2nd at South Park","64",282,"Subscriber","94107"
148193,118,1969-12-31 19:01:58,2014-01-09 17:12:00,"Howard at 2nd","63",2014-01-09 17:14:00,"Market at Sansome","77",494,"Subscriber","94518"
148510,131,1969-12-31 19:02:11,2014-01-09 19:37:00,"Paseo de San Antonio","7",2014-01-09 19:39:00,"San Salvador at 1st","8",75,"Subscriber","95112"
148533,86,1969-12-31 19:01:26,2014-01-09 20:12:00,"Embarcadero at Bryant","54",2014-01-09 20:14:00,"Spear at Folsom","49",290,"Subscriber","94105"
148599,132,1969-12-31 19:02:12,2014-01-09 22:21:00,"Yerba Buena Center of the Arts (3rd @ Howard)","68",2014-01-09 22:23:00,"Market at Sansome","77",494,"Subscriber","94105"
148644,146,1969-12-31 19:02:26,2014-01-10 06:40:00,"Clay at Battery","41",2014-01-10 06:43:00,"Mechanics Plaza (Market at Battery)","75",329,"Subscriber","94115"
148750,96,1969-12-31 19:01:36,2014-01-10 08:08:00,"Beale at Market","56",2014-01-10 08:09:00,"Temporary Transbay Terminal (Howard at Beale)","55",397,"Subscriber","94118"
148765,141,1969-12-31 19:02:21,2014-01-10 08:11:00,"Embarcadero at Folsom","51",2014-01-10 08:14:00,"Steuart at Market","74",412,"Subscriber","95051"
148904,128,1969-12-31 19:02:08,2014-01-10 08:59:00,"Beale at Market","56",2014-01-10 09:01:00,"Temporary Transbay Terminal (Howard at Beale)","55",464,"Subscriber","94110"
148980,121,1969-12-31 19:02:01,2014-01-10 09:26:00,"Embarcadero at Bryant","54",2014-01-10 09:28:00,"Spear at Folsom","49",502,"Subscriber","94404"
149020,121,1969-12-31 19:02:01,2014-01-10 09:50:00,"Beale at Market","56",2014-01-10 09:52:00,"Temporary Transbay Terminal (Howard at Beale)","55",589,"Subscriber","94122"
149046,109,1969-12-31 19:01:49,2014-01-10 10:04:00,"Beale at Market","56",2014-01-10 10:05:00,"Temporary Transbay Terminal (Howard at Beale)","55",580,"Subscriber","94110"
149098,98,1969-12-31 19:01:38,2014-01-10 10:34:00,"Beale at Market","56",2014-01-10 10:35:00,"Temporary Transbay Terminal (Howard at Beale)","55",331,"Subscriber","94110"
149115,158,1969-12-31 19:02:38,2014-01-10 10:51:00,"2nd at South Park","64",2014-01-10 10:54:00,"2nd at Folsom","62",283,"Subscriber","94107"
149161,153,1969-12-31 19:02:33,2014-01-10 11:35:00,"Beale at Market","56",2014-01-10 11:38:00,"Harry Bridges Plaza (Ferry Building)","50",492,"Subscriber","94107"
149166,167,1969-12-31 19:02:47,2014-01-10 11:39:00,"2nd at Folsom","62",2014-01-10 11:42:00,"2nd at South Park","64",598,"Subscriber","94105"
149187,157,1969-12-31 19:02:37,2014-01-10 11:52:00,"MLK Library","11",2014-01-10 11:54:00,"SJSU 4th at San Carlos","12",142,"Customer","95112"
149213,159,1969-12-31 19:02:39,2014-01-10 12:20:00,"2nd at Folsom","62",2014-01-10 12:22:00,"2nd at South Park","64",566,"Subscriber","94107"
149218,169,1969-12-31 19:02:49,2014-01-10 12:24:00,"Powell at Post (Union Square)","71",2014-01-10 12:27:00,"Market at Sansome","77",359,"Subscriber","94306"
149242,98488,1970-01-01 22:21:28,2014-01-10 12:48:00,"Japantown","9",2014-01-11 16:09:00,"San Salvador at 1st","8",37,"Subscriber","95070"
149347,170,1969-12-31 19:02:50,2014-01-10 14:17:00,"Civic Center BART (7th at Market)","72",2014-01-10 14:20:00,"Market at 10th","67",384,"Subscriber","94086"
149349,164,1969-12-31 19:02:44,2014-01-10 14:19:00,"St James Park","13",2014-01-10 14:22:00,"San Jose City Hall","10",191,"Subscriber","95112"
149379,140,1969-12-31 19:02:20,2014-01-10 14:53:00,"Commercial at Montgomery","45",2014-01-10 14:55:00,"Clay at Battery","41",542,"Subscriber","94123"
149411,151,1969-12-31 19:02:31,2014-01-10 15:40:00,"Beale at Market","56",2014-01-10 15:42:00,"Harry Bridges Plaza (Ferry Building)","50",338,"Subscriber","94114"
149504,168,1969-12-31 19:02:48,2014-01-10 16:35:00,"Arena Green / SAP Center","14",2014-01-10 16:38:00,"Santa Clara at Almaden","4",154,"Subscriber","95113"
149521,68,1969-12-31 19:01:08,2014-01-10 16:41:00,"Beale at Market","56",2014-01-10 16:42:00,"Temporary Transbay Terminal (Howard at Beale)","55",603,"Subscriber","94602"
149702,111,1969-12-31 19:01:51,2014-01-10 17:52:00,"Temporary Transbay Terminal (Howard at Beale)","55",2014-01-10 17:54:00,"Howard at 2nd","63",542,"Subscriber","94109"
149729,136,1969-12-31 19:02:16,2014-01-10 18:02:00,"Steuart at Market","74",2014-01-10 18:04:00,"Embarcadero at Folsom","51",266,"Subscriber","94103"
149778,139,1969-12-31 19:02:19,2014-01-10 18:24:00,"Embarcadero at Bryant","54",2014-01-10 18:26:00,"Embarcadero at Folsom","51",438,"Subscriber","94107"
149814,167,1969-12-31 19:02:47,2014-01-10 18:54:00,"Civic Center BART (7th at Market)","72",2014-01-10 18:57:00,"Market at 10th","67",506,"Subscriber","94103"
149825,124,1969-12-31 19:02:04,2014-01-10 19:05:00,"Yerba Buena Center of the Arts (3rd @ Howard)","68",2014-01-10 19:07:00,"5th at Howard","57",471,"Subscriber","94107"
149963,168,1969-12-31 19:02:48,2014-01-11 01:10:00,"Post at Kearney","47",2014-01-11 01:13:00,"Howard at 2nd","63",471,"Subscriber","94107"
150028,122,1969-12-31 19:02:02,2014-01-11 10:00:00,"Spear at Folsom","49",2014-01-11 10:02:00,"Embarcadero at Bryant","54",522,"Subscriber","94105"
150154,170,1969-12-31 19:02:50,2014-01-11 14:58:00,"Santa Clara at Almaden","4",2014-01-11 15:01:00,"Arena Green / SAP Center","14",154,"Subscriber","95113"
150170,164,1969-12-31 19:02:44,2014-01-11 15:49:00,"Santa Clara at Almaden","4",2014-01-11 15:51:00,"Arena Green / SAP Center","14",157,"Subscriber","95113"
